Date de la commande,Numéro de la commande,Groupe de comptes,Numéro de commande,Quantité de la commande,Devise,Sous-total de la commande,Traitement et expédition de la commande,Promotion sur la commande,Taxe sur la commande,Total net de la commande,État de la commande,Approbateur,État de réception de la commande,Quantité de commandes reçues,Utilisateur du compte,E-mail de l'utilisateur du compte,Pays/Région du numéro de TVA de l'utilisateur du compte,Numéro d'enregistrement à la TVA de l'utilisateur du compte,Date d'expédition,État de l'expédition,Statut de livraison,Date de livraison prévue,Numéro de suivi du transporteur,Quantité expédiée,Adresse d'expédition,Sous-total de l'expédition,Traitement et envoi de l'expédition,Promotion sur l'expédition,Taxe d'expédition,Total net de l'expédition,Pays/Région d'expédition,Sous-total de l'expédition,Nom du transporteur,Numéro de la facture de TVA,Emballage cadeau de l'expédition,Catégorie de produit interne à Amazon,ASIN,Titre,UNSPSC,Segment,FAMILLE,CLASSE,PRODUIT,Code de la marque,Marque,Fabricant,Numéro de stock national,Numéro de modèle de l’article,Référence,État du produit,Conformité de l'entreprise,PPU répertorié,PPU d'achat,Quantité d'articles,Sous-total de l'article,Traitement et expédition de l'article,Promotion sur l'article,Taxe sur l'article,Total net de l'article,Numéro de la ligne de commande,Programme de remise,Remise sur le prix appliquée (€ de réduction),Remise sur le prix appliquée (% de réduction),Taux de TVA sur le sous-total de l'article,Emballage cadeau de l'article,Sous-total de l'article,Statut de réception ,Quantité reçue,Date de réception,Nom du destinataire,E-mail du destinataire,Code GL,Service,Centre de coût,Code du projet,Emplacement,Champ personnalisé 1,Nom du vendeur,Identifiants du vendeur,Pays d'enregistrement à la TVA du vendeur,Numéro d'enregistrement à la TVA du vendeur
14/03/2023,408-6827601-6884334,M.S. Garuda Technologies Ltd.,CA-10012053,1,EUR,"33,24","0,00","0,00","0,00","33,24",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,16/03/2023,Expédié,Livré,22/03/2023,1Z7W73646841227132,1,"(CA-10012053-1)Benhakki Adnan, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","33,24","0,00","","0,00","33,24",,"33,24",UPS,FR3116NABEY,,Beauty,B000E7UE1Y,Laura Biagiotti Roma Uomo Eau de Toilette Vaporisateur 125 ml,="53131620","Habillement, bagages et produits d'hygiène personnelle",Produits pour l'hygiène personnelle,Produits de bains et d'hygiène du corps,"Parfums, eaux de Cologne ou eaux de toilette",LAV2R,Laura Biagiotti,Laura Biagiotti,,F11A404,F11A404,Neuf,,"49,17","33,24",1,"33,24","0,00","","0,00","33,24",="29821",,,,0%,"","33,24",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
14/03/2023,405-6787117-7687512,Thoroju SARL,CA-10012047-1,1,EUR,"1150,00","40,00","0,00","0,00","1190,00",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,15/03/2023,Expédié,Livré,23/03/2023,="395773841509",1,"CA-10012047-1 Thoroju SARL, 7 Rue du Meunier, NEXT-TERRA GARUDA, Roissy en France, 95700, FR","1150,00","40,00","","0,00","1190,00",,"1190,00",FedEx,IT23-12961I-70,,Kitchen,B01IPJJQ0M,"Musso Star Chef - Sorbetière professionnelle en acier inoxydable avec dispositif de sécurité, fabriqué en Italie",="52140000","Mobilier, équipements domestiques, appareils ménager et électronique",Mobilier et appareils électroménagers domestiques,Mobilier et appareils électroménagers domestiques,Mobilier et appareils électroménagers domestiques,,Musso,Musso,,="5060269375535",="5060269375535",Neuf,Restreint,"1150,00","1150,00",1,"1150,00","40,00","","0,00","1190,00",,,,,0%,"","1190,00",,,N/A,,,,,,,,,Bellaitalia,,IT,IT03266970262
14/03/2023,405-7985666-3332324,Purchasing,CA-10012052-2,1,EUR,"8,75","6,99","0,00","0,00","15,74",En attente,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,16/03/2023,Expédié,Sans objet,11/04/2023,,1,"CA-10012052-2 Adam Sekkat, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), Pantin, 93500, FR","8,75","6,99","","0,00","15,74",,"15,74",Royal Mail,INV-GB-122912801-2023-134,,Health and Beauty,B00Y0JL9DY,Thai Taste Tamarind Paste (130g) - Paquet de 2,="50000000","Aliments, boissons et tabacs","Aliments, boissons et tabacs","Aliments, boissons et tabacs","Aliments, boissons et tabacs",,A Taste of Thai,Grocery,,,PACK2-GFC251106,Neuf,Restreint,"8,75","8,75",1,"8,75","6,99","","0,00","15,74",,,,,0%,"","15,74",,,N/A,,,,,,,,,Cooking Marvellous Ltd,,GB,GB786528184
14/03/2023,408-2632008-7997126,M.S. Garuda Technologies Ltd.,CA-10012052,1,EUR,"12,56","0,00","0,00","0,00","12,56",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,15/03/2023,Expédié,Livré,17/03/2023,6G57128135619,1,"(CA-10012052-4)Adam Sekkat, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,56","0,00","","0,00","12,56",IT,"12,56",La Poste,INV-IT-153799171-2023-668,,Grocery,B091B2RWR4,Thym serpolet bio premium -,="50201700","Aliments, boissons et tabacs",Boissons,Café et thé,Café et thé,,Valley of Tea,Valley of Tea,,,,Neuf,Restreint,"19,16","12,56",1,"12,56","0,00","","0,00","12,56",="29820",,,,0%,"","12,56",,,N/A,,,,,,,,,BVBA VALLEY OF TEA,,IT,IT00225879998
14/03/2023,408-6890760-1218701,M.S. Garuda Technologies Ltd.,CA-10012052,1,EUR,"14,49","0,00","0,00","0,00","14,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,14/03/2023,Expédié,Livré,16/03/2023,6G57946410103,1,"(CA-10012052-3)Adam Sekkat, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","14,49","0,00","","0,00","14,49",DE,"14,49",La Poste,,,Health and Beauty,B00MMBREYU,Feuilles d'ortie coupées 500g | Feuilles d'ortie séchées et coupées | idéales pour la tisane d'ortie | tisane en vrac | issues de culture biologi,="50201700","Aliments, boissons et tabacs",Boissons,Café et thé,Café et thé,,vom-Achterhof,Blank‘s GmbH & Co. KG | Achterhofweg 1 | 26670 Uplengen | Germany,,,,Neuf,Restreint,"14,49","14,49",1,"14,49","0,00","","0,00","14,49",="29819",,,,0%,"","14,49",,,N/A,,,,,,,,,Blanks GmbH & Co. KG,,,
14/03/2023,405-7103360-8233150,RESSAN GROUP SARL,CA-10012051-1,1,EUR,"299,99","0,00","0,00","0,00","299,99",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,14/03/2023,Expédié,Livré,17/03/2023,="51470023958595700",1,"CA-10012051-1 RESSAN GROUP SARL, 7 Rue du Meunier, GL-NET GARUDA, Roissy en France, 95700, FR","299,99","0,00","","0,00","299,99",,"299,99",Colis Privé,FR3100OABEY,,Kitchen,B07WSHWZQ2,"Philips Premium Airfryer XXL - 7.3 L, Friteuse sans huile, Smart Sensing, Technologie Rapid Air et Élimine Graisses, NutriU App Recipes (HD9860/90)",="52140000","Mobilier, équipements domestiques, appareils ménager et électronique",Mobilier et appareils électroménagers domestiques,Mobilier et appareils électroménagers domestiques,Mobilier et appareils électroménagers domestiques,PHL1G,Philips Domestic Appliances,Philips,,HD9860/90,HD9860/90,Neuf,,"308,33","299,99",1,"299,99","0,00","","0,00","299,99",,,,,0%,"","299,99",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
14/03/2023,408-5263549-2089951,M.S. Garuda Technologies Ltd.,CA-10012050,3,EUR,"169,56","0,00","0,00","0,00","169,56",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,14/03/2023,Expédié,Livré,17/03/2023,="51730260998693500",3,"(CA-10012050-1)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","169,56","0,00","","0,00","169,56",ES,"169,56",Colis Privé,ES3RXSJAEUI,,Pet Products,B0BJZWGW1P,ReptilHábitat Système de pluie pour reptiles caméléons 220 V x4 buses (kit avec pompe),="10110000","Fournitures, accessoires et matériel pour plantes et animaux vivants",Produits pour animaux domestiques,Produits pour animaux domestiques,Produits pour animaux domestiques,,ReptilHxe1bitat,ReptilHxe1bitat,,,,Neuf,Restreint,"56,52","56,52",3,"169,56","0,00","","0,00","169,56",="29810",,,,0%,"","169,56",,,N/A,,,,,,,,,Amazon EU S.a.r.L.,,ES,ESW0184081H
14/03/2023,408-4478055-3643524,M.S. Garuda Technologies Ltd.,CA-10012050,1,EUR,"12,49","0,00","0,00","0,00","12,49",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,14/03/2023,Expédié,Livré,15/03/2023,="534000021219166723",1,"(CA-10012050-4)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","12,49","0,00","","0,00","12,49",FR,"12,49",PAACK,INV-FR-858306345-2023-9,,Pet Products,B0B7RVRLRC,FZONE Aquarium Neo CO2 Diffuseur céramique de Corée du Sud (M),="10131700","Fournitures, accessoires et matériel pour plantes et animaux vivants",Abris et habitats pour animaux,Habitats pour animaux,Habitats pour animaux,,FZONE,FZONE,,Medium,="1",Neuf,Restreint,"12,49","12,49",1,"12,49","0,00","","0,00","12,49",="29813",,,,0%,"","12,49",,,N/A,,,,,,,,,SHENZHEN QUANQUAN INTERNATIONAL TRADING LIMITED,,FR,FR25887712156
14/03/2023,408-5429219-2199528,M.S. Garuda Technologies Ltd.,CA-10012050,2,EUR,"54,02","12,58","0,00","0,00","66,60",En attente,,,,Clickapporter,purchasing@clickapporter.com,,,14/03/2023,Expédié,Sans objet,12/04/2023,UH114237526YP,2,"(CA-10012050-6)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","54,02","12,58","","0,00","66,60",,"66,60",Yanwen,,,Lighting,B0BSDPF8R3,"Hosi Bras de Montage de Réservoir LED pour Aquarium, Support de Lumière de Goutte de Réservoir de Poissons à Spectre Complet Beau Réglable pour les Aquariums",="39111500",Systèmes électriques et éclairage et composants et accessoires et fournitures,"Éclairages, fixations et accessoires",Éclairages intérieurs et accessoires,Éclairages intérieurs et accessoires,,Hosi,Hosi,,Hosim0ngqiop7f,Hosim0ngqiop7f,Neuf,Restreint,"40,73","27,01",2,"54,02","12,58","","0,00","66,60",="29815",,,,0%,"","66,60",,,N/A,,,,,,,,,Wu han qing sha yun lu wangluo keji youxian gongsi,,,
14/03/2023,408-4038566-3490742,M.S. Garuda Technologies Ltd.,CA-10012050,1,EUR,"21,30","0,00","0,00","0,00","21,30",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,15/03/2023,Expédié,Livré,17/03/2023,="51580058728893500",1,"(CA-10012050-3)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","21,30","0,00","","0,00","21,30",PL,"21,30",Colis Privé,INV-PL-2123992285-2023-5,,Lighting,B09YQ1K24G,Chihiros WRGB II Pro Kit de suspension,="10131700","Fournitures, accessoires et matériel pour plantes et animaux vivants",Abris et habitats pour animaux,Habitats pour animaux,Habitats pour animaux,,CHIHIROS AQUATIC STUDIO,,,,,Neuf,Restreint,"21,30","21,30",1,"21,30","0,00","","0,00","21,30",="29812",,,,0%,"","21,30",,,N/A,,,,,,,,,qingdaodongyimaoyiyouxiangongsi,,PL,PL5263573339
14/03/2023,408-3580257-2720340,M.S. Garuda Technologies Ltd.,CA-10012050,1,EUR,"10,82","0,00","0,00","0,00","10,82",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,15/03/2023,Expédié,Livré,15/03/2023,="534000021219169443",1,"(CA-10012050-5)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","10,82","0,00","","0,00","10,82",FR,"10,82",PAACK,INV-FR-858306345-2023-10,,Pet Products,B09WJ5BJH9,FZONE Aquarium Neo CO2 Diffuseur céramique de Corée du Sud (S),="11000000","Minéraux, Textiles et Matières Animales et Végétales non-comestibles","Minéraux, Textiles et Matières Animales et Végétales non-comestibles","Minéraux, Textiles et Matières Animales et Végétales non-comestibles","Minéraux, Textiles et Matières Animales et Végétales non-comestibles",,FZONE,FZONE,,Small,="1",Neuf,Restreint,"10,82","10,82",1,"10,82","0,00","","0,00","10,82",="29814",,,,0%,"","10,82",,,N/A,,,,,,,,,SHENZHEN QUANQUAN INTERNATIONAL TRADING LIMITED,,FR,FR25887712156
14/03/2023,408-2690793-0241141,M.S. Garuda Technologies Ltd.,CA-10012050,1,EUR,"249,99","0,00","0,00","0,00","249,99",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,14/03/2023,Expédié,Livré,16/03/2023,="51420209281493500",1,"(CA-10012050-2)Saad Boutaleb, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","249,99","0,00","","0,00","249,99",DE,"249,99",Colis Privé,INV-DE-858306345-2023-28,,Lighting,B09QPVPQM6,"Chihiros WRGB II PRO 30-90 Lumière LED pour aquarium, lever et coucher de soleil aquatique (WRGB 2 PRO 60)",="39101600",Systèmes électriques et éclairage et composants et accessoires et fournitures,"Lampes, ampoules et composants de lampe",Lampes et ampoules,Lampes et ampoules,,CHIHIROS AQUATIC STUDIO,CHIHIROS AQUATIC STUDIO,,QX-WRGBIIPRO60-DEG,QX-WRGBIIPRO60-DEG,Neuf,Restreint,"249,99","249,99",1,"249,99","0,00","","0,00","249,99",="29811",,,,0%,"","249,99",,,N/A,,,,,,,,,SHENZHEN QUANQUAN INTERNATIONAL TRADING LIMITED,,DE,DE332942233
13/03/2023,405-0337480-7083560,Igmazer SARL,CA-10012035-4,1,EUR,"359,92","0,00","0,00","0,00","359,92",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,14/03/2023,Expédié,Livré,15/03/2023,FR2124722640,1,"CA-10012035-4 Igmazer SARL, 7 Rue du Meunier, GL-NET GARUDA, Roissy en France, 95700, FR","359,92","0,00","","0,00","359,92",,"359,92",Amazon Logistics,FR3ZHGABEY,,Photography,B0B1VSW1VC,"GoPro Ensemble HERO9 Black - Comprend la télécommande, Une Batterie de Rechange (2 au Total) et Un étui de Transport",="45121500","Équipements et fournitures pour l'impression, la photographie et l'audiovisuel","Équipements pour photographies, films ou vidéos",Appareils photo,Appareils photo,GOPR4,GoPro,GoPro,,CHDRB-902-RW,CHDRB-902-RW,Neuf,,"399,99","359,92",1,"359,92","0,00","","0,00","359,92",,,,,0%,"","359,92",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
12/03/2023,408-9154606-5786749,M.S. Garuda Technologies Ltd.,CA-10012045,1,EUR,"121,00","15,00","0,00","0,00","136,00",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Livré,23/03/2023,="45801181776599",1,"(CA-10012045-1)Hatem Ben Salah, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","121,00","15,00","","0,00","136,00",,"136,00",Seur,,,Shoes,B0B69HL5MB,"adidas Handball Spezial, Sneaker Homme, Green/Collegiate Burgundy/GUM5, Fraction_43_and_1_Third EU",="53111600","Habillement, bagages et produits d'hygiène personnelle",Chaussures,Chaussures,Chaussures,1S030,adidas,Adidas,,GX6989,GX6989,Neuf,Restreint,"91,67","121,00",1,"121,00","15,00","","0,00","136,00",="29798",,,,0%,"","136,00",,,N/A,,,,,,,,,Fantastic Company Brands SL,,,
12/03/2023,405-9404834-3056347,Purchasing,CA-10012036-5,1,EUR,"99,92","0,00","0,00","0,00","99,92",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Livré,14/03/2023,6G58179447539,1,"CA-10012036-5 Igmazer SARL, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), Pantin, 93500, FR","99,92","0,00","","0,00","99,92",,"99,92",La Poste,FR3YQRABEY,,CE,B07Y87YHRH,"Noctua NH-D15 chromax.black, Ventirad CPU à Double Tour (140 mm, Noir)",="43201619","Composants, fournitures et équipements informatiques et de communication","Composants informatiques, de radiodiffusion ou de télécommunications",Pièces du chassis ,Ventilateur pour ordinateur,UNKNO,Noctua,Noctua,,NH-D15 CH.BK,NH-D15 chromax.black,Neuf,,"99,92","99,92",1,"99,92","0,00","","0,00","99,92",,,,,0%,"","99,92",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
12/03/2023,405-6072229-8454712,Purchasing,CA-10012044-4,1,EUR,"6,99","16,00","0,00","0,00","22,99",En attente,,,,Clickapporter,purchasing@clickapporter.com,,,13/03/2023,Expédié,Sans objet,07/04/2023,YT2307221272174514,1,"CA-10012044-4 Nadia Kawtar ALAOUI, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), Pantin, 93500, FR","6,99","16,00","","0,00","22,99",,"22,99",Yun Express,DOC-1375043955-2023-3,,Single Detail Page Misc,B08T9H3T15,Jordan Sneaker Art Print Basketball Chaussures Affiche Street Wall Art Néon Toile Idée Cadeau Homme Bureau et Décor À La Maison 42x60cm (16.5x23.6 Pouces) Sans Cadre,="60121008","Instruments de musique, jeux, jouets, et équipements, matériel, accessoires et fournitures pour l'enseignement et les activités artisanales et artistiques","Équipements, accessoires et fournitures pour les activités artisanales et artistiques",Produits artistiques,Affiches,,Suuyar,Suuyar,,,,Neuf,Restreint,"6,99","6,99",1,"6,99","16,00","","0,00","22,99",,,,,0%,"","22,99",,,N/A,,,,,,,,,HeNanZhouShunShangMaoYouXianGongSi,,,
12/03/2023,408-0774223-7975530,M.S. Garuda Technologies Ltd.,CA-10012044,1,EUR,"28,19","4,00","0,00","0,00","32,19",En attente,,,,Clickapporter,purchasing@clickapporter.com,,,12/03/2023,Expédié,Sans objet,06/04/2023,SF6043564418928,1,"(CA-10012044-3)Nadia Kawtar Alaoui, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","28,19","4,00","","0,00","32,19",,"32,19",SF Express,,,Single Detail Page Misc,B091DS8XH2,"Refutuna Poster sur toile pour fan de sport Lakers Basketball - Décoration murale pour bureau, salon, salle de sport ou chambre à coucher - Style 1 - 40 x 60 cm",="60121008","Instruments de musique, jeux, jouets, et équipements, matériel, accessoires et fournitures pour l'enseignement et les activités artisanales et artistiques","Équipements, accessoires et fournitures pour les activités artisanales et artistiques",Produits artistiques,Affiches,,Refutuna,,,,Refutuna,Neuf,Restreint,"28,19","28,19",1,"28,19","4,00","","0,00","32,19",="29796",,,,0%,"","32,19",,,N/A,,,,,,,,,guangzhouchengkaimaoyiyouxiangongsi,,,
12/03/2023,408-7380284-2199540,M.S. Garuda Technologies Ltd.,CA-10012044,1,EUR,"29,68","5,00","0,00","0,00","34,68",Fermé,,,,Clickapporter,purchasing@clickapporter.com,,,13/03/2023,Expédié,Livré,13/04/2023,YT2307521272051597,1,"(CA-10012044-2)Nadia Kawtar Alaoui, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","29,68","5,00","","0,00","34,68",,"34,68",Yun Express,DOC-825874525-2023-5,,Kitchen,B08FR7G2H4,"SHANGU One Piece Luffy Poster Impressions sur Toile 5 Pièces HD Moderne Art Mural Accueil Décorations (No Frame),Size3",="60121008","Instruments de musique, jeux, jouets, et équipements, matériel, accessoires et fournitures pour l'enseignement et les activités artisanales et artistiques","Équipements, accessoires et fournitures pour les activités artisanales et artistiques",Produits artistiques,Affiches,,SHANGU,SHANGU,,,="54673",Neuf,Restreint,"29,68","29,68",1,"29,68","5,00","","0,00","34,68",="29795",,,,0%,"","34,68",,,N/A,,,,,,,,,Tai Yuan Yang Heng Ke Yi Shang Mao You Xian GongSi,,,
12/03/2023,408-5404276-7871560,M.S. Garuda Technologies Ltd.,CA-10012044,1,EUR,"27,39","0,00","0,00","0,00","27,39",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Livré,16/03/2023,6G57946184851,1,"(CA-10012044-1)Nadia Kawtar Alaoui, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","27,39","0,00","","0,00","27,39",,"27,39",La Poste,FR3YR0ABEY,,Kitchen,B0BKK9FR24,BoxedHome Lot de 4 bols mélangeurs en plastique - Antidérapants - Empilables - Pour la cuisine - Rouge et blanc,="52152000","Mobilier, équipements domestiques, appareils ménager et électronique",Vaisselle et fournitures de cuisine,Assiettes et récipients de services et de conservation,Assiettes et récipients de services et de conservation,,BoxedHome,BoxedHome,,,,Neuf,,"27,39","27,39",1,"27,39","0,00","","0,00","27,39",="29794",,,,0%,"","27,39",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
12/03/2023,408-4131178-1710738,M.S. Garuda Technologies Ltd.,CA-10012042,1,EUR,"14,15","0,00","0,00","0,00","14,15",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Livré,15/03/2023,="51090098380193500",1,"(CA-10012042-1)Loubna Zahidi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","14,15","0,00","","0,00","14,15",DE,"14,15",Colis Privé,INV-DE-1186081895-2023-93,,Kitchen,B08DCMW8GJ,"LAPONO Coussins relève-Jambes pour Jambe avec Mousse à mémoire de Forme Homme Femmes Leg Pillow pour dormeurs latéraux, soulagement de la sciatiqu",="52121505","Mobilier, équipements domestiques, appareils ménager et électronique","Literie, linge de table et de cuisine et serviettes",Draps de lit,Oreillers,,LAPONO,LAPONO,,,/,Neuf,Restreint,"14,15","14,15",1,"14,15","0,00","","0,00","14,15",="29791",,,,0%,"","14,15",,,N/A,,,,,,,,,Shenzhen Xiuxing Trade Company,,DE,DE325196716
12/03/2023,408-8693604-3115520,M.S. Garuda Technologies Ltd.,CA-10012043,1,EUR,"56,60","5,58","0,00","0,00","62,18",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Livré,28/03/2023,="6844418993",1,"(CA-10012043-1)Said Laghrissi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","56,60","5,58","","0,00","62,18",,"62,18",DPD,INV-GB-124143461-2023-20918,,Vêtements,B01HZS3TW0,Calvin Klein Golf Hommes Pull en Coton - Burgundy - L,="53101700","Habillement, bagages et produits d'hygiène personnelle",Vêtements,Pull-overs,Pull-overs,,Calvin Klein,Calvin Klein,,,C9187,Neuf,Restreint,"68,61","56,60",1,"56,60","5,58","","0,00","62,18",="29792",,,,0%,"","62,18",,,N/A,,,,,,,,,Golfbase Ltd,,GB,GB724904533
12/03/2023,408-4796512-0964307,M.S. Garuda Technologies Ltd.,CA-10012043,1,EUR,"33,93","5,58","0,00","0,00","39,51",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Livré,28/03/2023,="6844418993",1,"(CA-10012043-2)Said Laghrissi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","33,93","5,58","","0,00","39,51",,"39,51",DPD,INV-GB-124143461-2023-20919,,Vêtements,B08HSBCPP2,Calvin Klein Pull Newport à Manches Rayées Homme Noir/Blanc - L,="53101700","Habillement, bagages et produits d'hygiène personnelle",Vêtements,Pull-overs,Pull-overs,,Calvin Klein,Calvin Klein,,,C9553,Neuf,Restreint,"45,21","33,93",1,"33,93","5,58","","0,00","39,51",="29793",,,,0%,"","39,51",,,N/A,,,,,,,,,Golfbase Ltd,,GB,GB724904533
11/03/2023,408-5259304-8701950,M.S. Garuda Technologies Ltd.,CA-10012041,1,EUR,"10,82","0,00","0,00","0,00","10,82",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,13/03/2023,Expédié,Livré,13/03/2023,="534000021219140456",1,"(CA-10012041-1)Khalid Ibrahimi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","10,82","0,00","","0,00","10,82",FR,"10,82",PAACK,INV-FR-134246921-2023-173,,CE,B08MV9SWZP,Caseology Vault Coque Compatible avec Samsung Galaxy S21 Ultra - Matte Black,="43191601","Composants, fournitures et équipements informatiques et de communication",Appareils et accessoires de communication,Accessoires et pièces détachées pour appareils de communication personnels,Coques pour téléphone mobile,,Caseology,Caseology,,ACS02371,ACS02371,Neuf,Restreint,"10,82","10,82",1,"10,82","0,00","","0,00","10,82",="29790",,,,0%,"","10,82",,,N/A,,,,,,,,,"Spigen Korea Co.,Ltd.",,FR,FR58820202786
11/03/2023,408-5653673-8668348,M.S. Garuda Technologies Ltd.,CA-10012040,1,EUR,"22,11","0,00","0,00","0,00","22,11",Fermé,,,,Clickapporter,purchasing@clickapporter.com,FR,FR23841720931,12/03/2023,Expédié,Livré,13/03/2023,="534000021219141803",1,"(CA-10012040-1)Hatim Bouraqqadi, 110 B Avenue du Général Leclerc, Quai niv 1 Bat 7 IMX France (Colisexpat/CLICKAPPORTER), PANTIN, 93500, FR","22,11","0,00","","0,00","22,11",,"22,11",PAACK,FR3YK8ABEY,,Automotive Parts and Accessories,B01CEMF7N6,Givi - catadiottri Valigia V47Tech CP z4703fr,="25170000","Véhicules commerciaux, militaires et privés, accessoires et composants",Composants et systèmes de transport,Composants et systèmes de transport,Composants et systèmes de transport,,Givi,GIVI,,Z4703FR,Z4703FR,Neuf,,"22,11","22,11",1,"22,11","0,00","","0,00","22,11",="29788",,,,0%,"","22,11",,,N/A,,,,,,,,,Amazon Business EU SARL,,FR,FR78843272238
